Location,Time,Sex,Per_Hour_Coded,Per_Month_Coded,Mean Speed (m/min),Pedestrian Density (Peds/m2),Pedestrian Flow (peds/m/min)
Hoima,PM,F,Hour 2,Month 2,72.85685309,3.853619979,55.70380128
Hoima,PM,F,Hour 3,Month 1,57.98571137,5.10611139,34.2209302
Hoima,PM,F,Hour 2,Month 3,57.42539134,5.245146588,58.97473414
Hoima,PM,F,Hour 3,Month 1,70.15569495,4.415662514,65.86843041
Hoima,PM,F,Hour 3,Month 1,86.07728354,1.942544705,44.7327413
Hoima,PM,F,Hour 1,Month 2,63.58535605,4.661496086,41.52765333
Hoima,PM,F,Hour 3,Month 1,62.14565658,4.936044612,37.31986343
Hoima,PM,F,Hour 3,Month 3,75.14348127,3.781612259,54.94439753
Hoima,PM,F,Hour 3,Month 3,76.9879768,3.188597771,48.65028012
Hoima,PM,F,Hour 3,Month 3,63.33136451,4.438494486,59.57361774
Hoima,PM,F,Hour 3,Month 1,83.86520313,2.574480281,48.29449201
Hoima,PM,F,Hour 2,Month 2,69.13532399,4.17728631,47.12708433
Hoima,PM,F,Hour 3,Month 2,85.60438408,2.400973417,46.7810435
Hoima,PM,F,Hour 2,Month 2,76.84797321,3.009960423,61.34244683
Hoima,PM,F,Hour 1,Month 2,55.26228114,5.997076717,26.30209441
Hoima,PM,F,Hour 3,Month 3,88.37671632,1.889067803,46.51531647
Hoima,PM,F,Hour 1,Month 3,69.13329053,4.097841593,42.57649464
Hoima,PM,F,Hour 2,Month 1,71.90592911,3.512189335,41.9154876
Hoima,PM,F,Hour 3,Month 3,65.83689844,4.728147433,42.52029924
Hoima,PM,F,Hour 3,Month 2,71.29048128,4.346355061,47.27264461
Hoima,PM,F,Hour 1,Month 1,59.46359389,5.094840241,59.83980241
Hoima,PM,F,Hour 3,Month 1,85.0572845,2.011399297,27.96705821
Hoima,PM,F,Hour 1,Month 2,74.14094938,3.634419333,32.1006583
Hoima,PM,F,Hour 2,Month 2,71.73360949,4.158637078,48.65756315
Hoima,PM,F,Hour 2,Month 1,67.49735694,4.450766706,39.15018142
Hoima,PM,F,Hour 3,Month 2,71.31304354,3.64815698,43.71259981
Hoima,PM,F,Hour 1,Month 2,69.10232054,3.952503762,51.51708522
Hoima,PM,F,Hour 2,Month 1,69.55614884,4.068975284,33.64199136
Hoima,PM,F,Hour 2,Month 3,69.25650519,4.115270016,59.09845202
Hoima,PM,F,Hour 3,Month 3,61.65718928,4.807112134,39.2509965
Hoima,PM,F,Hour 1,Month 3,70.35327659,3.395342636,42.57448747
Hoima,PM,F,Hour 1,Month 3,72.65020884,4.005205431,42.74056538
Hoima,PM,F,Hour 2,Month 1,79.14150662,2.716122551,49.8955832
Hoima,PM,F,Hour 2,Month 1,52.29811572,5.838575512,75.95864902
Hoima,PM,F,Hour 2,Month 2,64.32006488,5.059601534,43.46067131
Hoima,PM,F,Hour 3,Month 1,75.90073002,3.630075992,60.65151822
Hoima,PM,F,Hour 2,Month 1,69.56521916,3.968902956,28.40154306
Hoima,PM,F,Hour 3,Month 1,75.6046713,3.154771216,46.47866871
Hoima,PM,F,Hour 2,Month 1,84.3012906,2.435554916,15.7616328
Hoima,PM,F,Hour 2,Month 1,78.24803106,2.971999441,46.56203459
Hoima,PM,F,Hour 3,Month 2,71.45164784,4.175708376,27.79172854
Hoima,PM,F,Hour 3,Month 1,60.79645466,5.70932795,44.39120964
Hoima,PM,F,Hour 1,Month 2,62.73822244,4.772561879,42.63229385
Hoima,PM,F,Hour 3,Month 3,72.08522896,3.959875765,68.94101589
Hoima,PM,F,Hour 3,Month 1,77.00577857,3.34907459,58.41503347
Hoima,PM,F,Hour 3,Month 3,61.74099632,5.170594975,56.60378789
Hoima,PM,F,Hour 2,Month 2,54.40622159,5.878014926,54.68641361
Hoima,PM,F,Hour 2,Month 2,78.04960371,2.796837517,39.3854064
Hoima,PM,F,Hour 2,Month 2,63.92702116,4.706984371,44.85277781
Hoima,PM,F,Hour 1,Month 3,69.72874307,4.329949203,28.09034088
Hoima,PM,F,Hour 3,Month 3,71.74340689,3.638089857,28.8880785
Hoima,PM,F,Hour 3,Month 2,69.59624117,4.310844573,41.75520377
Hoima,PM,F,Hour 3,Month 3,72.02555196,3.805597982,29.68449767
Hoima,PM,F,Hour 1,Month 1,66.38173637,4.303177306,53.84518574
Hoima,PM,F,Hour 3,Month 3,64.34594095,4.328958171,47.87792315
Hoima,PM,F,Hour 3,Month 1,89.52383407,1.933272055,44.1100399
Hoima,PM,F,Hour 2,Month 1,69.59875247,4.060874369,43.74846739
Hoima,PM,F,Hour 2,Month 3,61.92642896,5.027804227,72.6972716
Hoima,PM,F,Hour 3,Month 2,64.22174425,4.37335826,30.70065985
Hoima,PM,F,Hour 3,Month 1,63.03287538,4.125220204,63.48521339
Hoima,PM,F,Hour 3,Month 3,58.85015234,5.107572986,44.03081495
Hoima,PM,F,Hour 3,Month 1,71.79341182,3.672345721,44.65830914
Hoima,PM,F,Hour 1,Month 3,74.33216205,3.884596472,59.88383175
Hoima,PM,F,Hour 2,Month 1,63.32105918,4.932477446,52.05056413
Hoima,PM,F,Hour 2,Month 3,59.97576404,4.692677871,46.14760402
Hoima,PM,F,Hour 3,Month 1,67.50526067,4.060778597,42.13809593
Hoima,PM,F,Hour 2,Month 3,73.80378953,3.837177351,52.50024726
Hoima,PM,F,Hour 2,Month 3,64.79075574,4.782259552,67.5261031
Hoima,PM,F,Hour 2,Month 2,90.35016076,2.020604165,29.75541238
Hoima,PM,F,Hour 2,Month 1,56.75438929,5.780673995,55.12256802
Hoima,PM,F,Hour 2,Month 1,67.63033832,4.416183617,37.46281157
Hoima,PM,F,Hour 3,Month 3,65.09049395,3.945676056,66.85539525
Hoima,PM,F,Hour 1,Month 3,59.0092749,5.642693495,53.04959931
Hoima,PM,F,Hour 3,Month 3,77.75897332,3.596715134,25.72524517
Hoima,PM,F,Hour 1,Month 2,73.92084639,3.884439995,45.50648556
Hoima,PM,F,Hour 3,Month 3,60.85193883,5.091264411,47.30057921
Hoima,PM,F,Hour 1,Month 2,60.45003996,4.946850756,29.06451134
Hoima,PM,F,Hour 2,Month 1,64.80977001,4.280920778,56.05811024
Hoima,PM,F,Hour 3,Month 3,69.24305246,3.919801348,71.38548956
Hoima,PM,F,Hour 2,Month 2,57.380234,5.329506586,54.07649138
Hoima,PM,F,Hour 3,Month 2,77.5271995,3.19251606,36.08189183
Hoima,PM,F,Hour 2,Month 1,64.78633549,4.587889685,52.24082865
Hoima,PM,F,Hour 3,Month 2,60.87890269,4.51996779,61.94894891
Hoima,PM,F,Hour 3,Month 2,78.05720309,3.454778272,27.9662787
Hoima,PM,F,Hour 3,Month 3,77.59486584,3.632691056,32.21943005
Hoima,PM,F,Hour 3,Month 1,62.91708574,4.696664089,47.32539514
Hoima,PM,F,Hour 3,Month 1,68.022356,4.434769731,62.4935928
Hoima,PM,F,Hour 3,Month 1,77.27812165,3.677276795,39.19806547
Hoima,PM,F,Hour 1,Month 1,71.16839755,3.860939281,37.67665725
Hoima,PM,F,Hour 1,Month 3,57.33337037,5.424123495,39.58398098
Hoima,PM,F,Hour 3,Month 2,73.95647077,3.179926969,31.81718296
Hoima,PM,F,Hour 3,Month 3,66.96955538,4.280103697,54.92154493
Hoima,PM,F,Hour 3,Month 1,72.04083827,4.155754904,40.48847765
Hoima,PM,F,Hour 2,Month 2,53.17219344,5.655351398,47.00524673
Hoima,PM,F,Hour 2,Month 2,60.08189588,5.418717052,67.62683714
Hoima,PM,F,Hour 3,Month 3,66.72948706,4.444782676,27.79781771
Hoima,PM,F,Hour 3,Month 1,82.47083922,3.152017681,36.19724318
Hoima,PM,F,Hour 3,Month 2,66.28608637,4.337170421,52.73123237
Hoima,PM,F,Hour 3,Month 2,74.78184345,3.771049338,55.30698102
Hoima,PM,F,Hour 3,Month 2,64.29845093,4.680306142,54.39329774
Hoima,PM,F,Hour 1,Month 2,71.38099125,3.757441203,38.83135219
Hoima,PM,F,Hour 3,Month 1,67.17712286,4.578709897,58.50229785
Hoima,PM,F,Hour 3,Month 1,66.38672159,4.890878059,38.61578612
Hoima,PM,F,Hour 3,Month 3,67.03401091,4.765575391,32.55950733
Hoima,PM,F,Hour 3,Month 2,79.47559617,2.960646143,36.39794419
Hoima,PM,F,Hour 1,Month 3,65.11194542,4.135983607,42.13428211
Hoima,PM,F,Hour 1,Month 1,74.71595525,3.394868187,35.35502259
Hoima,PM,F,Hour 2,Month 3,75.91066399,3.734589775,31.21814391
Hoima,PM,F,Hour 2,Month 1,72.07324036,4.54389812,52.76630523
Hoima,PM,F,Hour 1,Month 1,64.2533349,4.601418631,40.81682845
Hoima,PM,F,Hour 2,Month 3,76.15685732,3.249782699,45.25946977
Hoima,PM,F,Hour 1,Month 1,59.89177683,4.937032289,74.59221409
Hoima,PM,F,Hour 1,Month 3,80.78003907,2.55596044,42.0232541
Hoima,PM,F,Hour 3,Month 1,68.62298366,3.934123348,72.15228755
Hoima,PM,F,Hour 3,Month 2,83.35585111,2.504255038,30.80945409
Hoima,PM,F,Hour 2,Month 1,73.50986678,3.746889847,33.70240008
Hoima,PM,F,Hour 3,Month 1,77.87677769,2.956433883,41.64888059
Hoima,PM,F,Hour 1,Month 2,72.11850015,3.789268907,44.08276626
Hoima,PM,F,Hour 3,Month 1,60.38509578,5.492743967,47.4089246
Hoima,PM,F,Hour 2,Month 2,65.92966625,4.234991413,50.02666611
Hoima,PM,F,Hour 3,Month 3,64.31021551,4.146531814,48.32211275
Hoima,PM,F,Hour 3,Month 3,74.99683915,3.924051357,45.91760939
Hoima,PM,F,Hour 2,Month 2,82.77369023,2.627892383,28.05958301
Hoima,PM,F,Hour 2,Month 2,60.50742198,4.491670636,51.57721199
Hoima,PM,F,Hour 2,Month 2,61.48429252,5.034891548,54.8261061
Hoima,PM,F,Hour 2,Month 2,68.72136047,4.06011473,52.6657566
Hoima,PM,F,Hour 3,Month 3,75.36667235,3.676465926,39.89367709
Hoima,PM,F,Hour 3,Month 1,64.07398637,4.338572855,48.4632321
Hoima,PM,F,Hour 2,Month 1,81.84032962,2.765917337,43.86673627
Hoima,PM,F,Hour 2,Month 2,69.0365403,3.782893697,51.6298222
Hoima,PM,F,Hour 1,Month 2,60.27885481,4.848895258,41.27991562
Hoima,PM,F,Hour 3,Month 2,68.38157373,4.455775417,58.54586687
Hoima,PM,F,Hour 3,Month 1,56.01619363,5.477455965,75.49423474
Hoima,PM,F,Hour 1,Month 3,73.04557684,3.728598289,63.67781415
Hoima,PM,F,Hour 3,Month 3,72.0138998,3.625634297,54.72891476
Hoima,PM,F,Hour 3,Month 2,62.38735089,5.065864395,51.03626262
Hoima,PM,F,Hour 1,Month 2,88.13144546,2.281705601,41.43233841
Hoima,PM,F,Hour 1,Month 3,56.10381627,5.111296307,57.60376433
Hoima,PM,F,Hour 1,Month 2,72.48852623,4.117644895,46.57231946
Hoima,PM,F,Hour 3,Month 1,81.78385416,2.830701652,35.71448361
Hoima,PM,F,Hour 3,Month 2,50.77474672,6.012742234,71.72676576
Hoima,PM,F,Hour 1,Month 2,83.55565231,2.803049468,43.75604663
Hoima,PM,F,Hour 3,Month 2,68.40175469,4.782930927,48.41005302
Hoima,PM,F,Hour 3,Month 2,77.11661499,3.616548008,47.70218399
Hoima,PM,F,Hour 3,Month 1,82.89781733,2.871172055,56.28448048
Hoima,PM,F,Hour 3,Month 1,74.28144668,3.531571317,50.46166385
Hoima,PM,F,Hour 2,Month 3,69.74433165,4.387854279,51.79702819
Hoima,PM,F,Hour 2,Month 1,56.7842147,5.456250217,63.54771315
Hoima,PM,F,Hour 3,Month 1,66.44275377,4.382901895,34.00881185
Hoima,PM,F,Hour 2,Month 1,76.43100917,3.415662039,59.41925564
Hoima,PM,F,Hour 2,Month 1,62.74553891,4.890581375,46.67847768
Hoima,PM,F,Hour 1,Month 1,67.28480531,3.956831526,37.58334639
Hoima,PM,F,Hour 2,Month 2,66.75770495,4.772908055,47.07405366
Hoima,PM,F,Hour 3,Month 3,79.33228503,3.150037854,31.36542904
Hoima,PM,F,Hour 1,Month 3,88.48917296,2.303786641,16.50564279
Hoima,PM,F,Hour 1,Month 2,67.03920413,4.176311031,40.4388061
Hoima,PM,F,Hour 2,Month 1,65.10565956,4.280100313,35.92258094
Hoima,PM,F,Hour 3,Month 2,78.17134257,3.642934461,60.55986546
Hoima,PM,F,Hour 1,Month 1,58.18729838,4.702101537,44.35446577
Hoima,PM,F,Hour 1,Month 2,74.97057288,3.505759957,49.478046
Hoima,PM,F,Hour 2,Month 3,73.07190519,3.44401914,51.132481
Hoima,PM,F,Hour 3,Month 1,74.58097312,3.829127983,39.99507928
Hoima,PM,F,Hour 3,Month 1,69.60301751,4.114368101,69.15174896
Hoima,PM,F,Hour 2,Month 3,76.43738496,2.936781325,43.87017994
Hoima,PM,F,Hour 3,Month 3,57.79836937,5.387744835,50.09682928
Hoima,PM,F,Hour 3,Month 2,68.48151965,4.026518459,49.65042842
Hoima,PM,F,Hour 2,Month 2,74.99542813,3.203054775,60.60956665
Hoima,PM,F,Hour 1,Month 3,73.31866461,4.019294817,51.67530815
Hoima,PM,F,Hour 3,Month 1,70.21505601,4.380014678,42.56207713
Hoima,PM,F,Hour 2,Month 1,61.73877615,4.362677262,39.05326702
Hoima,PM,F,Hour 3,Month 2,63.01296007,5.123309631,49.54155343
Hoima,PM,F,Hour 2,Month 2,79.51562746,3.068118749,43.04404411
Hoima,PM,F,Hour 3,Month 1,79.80107696,3.654626105,33.45359827
Hoima,PM,F,Hour 3,Month 2,64.23258426,4.933148333,41.74420402
Hoima,PM,F,Hour 3,Month 2,60.58774311,4.834887877,50.1243453
Hoima,PM,F,Hour 1,Month 1,78.37935314,3.646166624,39.44275453
Hoima,PM,F,Hour 2,Month 1,63.24367641,4.147008864,61.99439911
Hoima,PM,F,Hour 2,Month 1,71.67808086,4.292984284,31.97372053
Hoima,PM,F,Hour 3,Month 3,77.36644901,3.263136527,58.17142599
Hoima,PM,F,Hour 1,Month 2,61.26160443,4.846888875,59.49253248
Hoima,PM,F,Hour 3,Month 1,66.26254403,3.955165056,59.4228773
Hoima,PM,F,Hour 1,Month 3,58.97664664,5.057799023,47.03645693
Hoima,PM,F,Hour 3,Month 2,73.88817816,4.006914014,41.5045958
Hoima,PM,F,Hour 1,Month 2,81.62329294,3.071117167,35.03128208
Hoima,PM,F,Hour 2,Month 2,76.76171169,3.373547742,48.32309895
Hoima,PM,F,Hour 1,Month 3,74.13785313,3.785069961,28.22350989
Hoima,PM,F,Hour 3,Month 3,70.62662784,4.01357032,45.78622324
Hoima,PM,F,Hour 2,Month 2,60.60412712,4.281623138,49.553132
Hoima,PM,F,Hour 3,Month 3,74.10448483,3.667694604,45.70660268
Hoima,PM,F,Hour 2,Month 3,74.62412712,3.632105631,42.35405894
Hoima,PM,F,Hour 2,Month 1,71.67875417,4.147415975,26.84860609
Hoima,PM,F,Hour 2,Month 3,53.59830122,5.778388659,50.66281435
Hoima,PM,F,Hour 2,Month 2,72.97608041,3.459647725,47.69543075
Hoima,PM,F,Hour 3,Month 1,64.33269848,4.945848523,51.88641971
Hoima,PM,F,Hour 3,Month 1,69.88198641,4.287183021,56.25982488
Hoima,PM,F,Hour 2,Month 3,70.88645748,3.186574037,40.52563043
Hoima,PM,F,Hour 2,Month 3,70.99220511,4.113165579,49.05790729
Hoima,PM,F,Hour 2,Month 1,55.59969231,5.658799507,56.67806177
Hoima,PM,F,Hour 1,Month 1,74.42275459,3.942501443,34.33080981
Hoima,PM,F,Hour 1,Month 3,64.59540498,4.282954863,60.96144581
Hoima,PM,F,Hour 3,Month 2,76.8304844,3.104083677,38.14514319
Hoima,PM,F,Hour 1,Month 2,72.14059428,3.983469786,48.6985478
Hoima,PM,F,Hour 3,Month 3,77.40770015,3.237714754,19.245983
Hoima,PM,F,Hour 3,Month 3,54.78893693,5.489172192,54.09312482
Hoima,PM,F,Hour 3,Month 3,66.0084109,4.509562733,46.61096709
Hoima,PM,F,Hour 2,Month 3,64.36445315,4.267576903,39.02707941
Hoima,PM,F,Hour 3,Month 1,69.91639408,4.033406129,35.76381669
Hoima,PM,F,Hour 3,Month 2,77.22903445,3.126114211,45.62940856
Hoima,PM,F,Hour 1,Month 3,74.90774113,3.486819147,67.35939849
Hoima,PM,F,Hour 3,Month 3,80.24227629,2.882007385,38.75624409
Hoima,PM,F,Hour 2,Month 3,70.39305332,3.936607645,42.83396623
Hoima,PM,F,Hour 3,Month 2,80.50877446,3.145841583,23.04574619
Hoima,PM,F,Hour 2,Month 3,66.48515668,4.841580458,53.11184525
Hoima,PM,F,Hour 1,Month 2,56.78411166,5.53841676,44.04699691
Hoima,PM,F,Hour 3,Month 1,70.62450497,4.477352216,42.24796904
Hoima,PM,F,Hour 1,Month 1,93.76234308,1.563812799,53.2027576
Hoima,PM,F,Hour 3,Month 3,76.42665789,3.605979888,41.24052846
Hoima,PM,F,Hour 2,Month 2,63.14594394,4.364567553,42.37655128
Hoima,PM,F,Hour 3,Month 1,62.35808079,4.794770397,40.50075672
Hoima,PM,F,Hour 2,Month 2,60.53287347,4.635703949,58.97032445
Hoima,PM,F,Hour 3,Month 1,81.48779282,3.051427979,41.63249383
Hoima,PM,F,Hour 3,Month 2,79.80402845,3.07160268,48.08987879
Hoima,PM,F,Hour 2,Month 1,59.51768259,5.192628238,52.04317877
Hoima,PM,F,Hour 2,Month 3,68.37161261,4.257875967,38.07757502
Hoima,PM,F,Hour 1,Month 1,80.44605845,3.490287669,41.96876019
Hoima,PM,F,Hour 3,Month 3,60.13203516,5.097640246,44.24152072
Hoima,PM,F,Hour 3,Month 3,74.14126165,3.574639896,38.82242535
Hoima,PM,F,Hour 3,Month 2,62.27172538,4.492131536,43.66139957
Hoima,PM,F,Hour 3,Month 3,76.85107331,3.666989924,43.18353352
Hoima,PM,F,Hour 3,Month 1,61.27231885,5.659916007,43.30112169
Hoima,PM,F,Hour 1,Month 1,58.77200726,5.583270948,62.54867058
Hoima,PM,F,Hour 2,Month 3,78.41264119,3.210031546,49.1938126
Hoima,PM,F,Hour 3,Month 3,64.54051393,4.297261922,54.26250106
Hoima,PM,F,Hour 3,Month 3,60.28302922,4.87365766,50.29438663
Hoima,PM,F,Hour 3,Month 1,59.981662,5.675722798,56.19275946
Hoima,PM,F,Hour 1,Month 3,84.9151615,2.447358271,31.99769362
Hoima,PM,F,Hour 1,Month 3,80.19625176,2.536849231,47.83566279
Hoima,PM,F,Hour 3,Month 1,81.50781038,2.625584964,37.35009077
Hoima,PM,F,Hour 3,Month 1,82.50613777,3.034194276,43.51834579
Hoima,PM,F,Hour 2,Month 2,53.98981344,5.533729253,56.9684935
Hoima,PM,F,Hour 3,Month 1,63.22701228,5.326601556,36.09579886
Hoima,PM,F,Hour 3,Month 2,60.52272681,4.811977014,51.26522495
Hoima,PM,F,Hour 2,Month 2,67.06358732,4.763208611,51.81284509
Hoima,PM,F,Hour 3,Month 2,69.27658915,4.21699668,54.76905673
Hoima,PM,F,Hour 3,Month 3,57.19210298,5.016913859,58.74836071
Hoima,PM,F,Hour 1,Month 3,72.90112177,3.329071741,34.52091938
Hoima,PM,F,Hour 1,Month 2,60.60907853,4.35869154,51.47996525
Hoima,PM,F,Hour 2,Month 1,73.45473223,3.51690891,39.48237557
Hoima,PM,F,Hour 1,Month 2,71.89777172,3.238170565,44.53854251
Hoima,PM,F,Hour 3,Month 3,57.01922109,4.889266154,76.20356482
Hoima,PM,F,Hour 3,Month 3,66.41496899,4.324415589,48.58947683
Hoima,PM,F,Hour 3,Month 3,63.17490488,4.905547812,30.75005166
Hoima,PM,F,Hour 2,Month 1,59.51448784,4.946474632,56.69625594
Hoima,PM,F,Hour 3,Month 3,84.82726978,3.234283193,34.89646634
Hoima,PM,F,Hour 3,Month 1,63.40294482,4.807814184,48.99447643
Hoima,PM,F,Hour 3,Month 3,72.4086903,4.35965038,63.52886102
Hoima,PM,F,Hour 1,Month 3,69.10403822,4.287196504,42.24769258
Hoima,PM,F,Hour 3,Month 2,55.09293999,5.197865113,46.99576882
Hoima,PM,F,Hour 2,Month 3,60.41614951,5.012354632,48.93913479
Hoima,PM,F,Hour 3,Month 2,78.01318787,3.589229173,50.74238139
Hoima,PM,F,Hour 1,Month 2,69.08128973,3.813639531,44.36182263
Hoima,PM,F,Hour 1,Month 3,72.27872087,3.931933493,44.06634696
Hoima,PM,F,Hour 1,Month 3,79.90006057,2.96005189,35.15820526
Hoima,PM,F,Hour 1,Month 1,71.47430669,3.507803651,49.34351644
Hoima,PM,F,Hour 3,Month 2,89.99399792,2.112626172,35.2195944
Hoima,PM,F,Hour 1,Month 2,55.77154565,5.553533615,50.1982171
Hoima,PM,F,Hour 3,Month 2,75.95023998,3.315067423,50.27529359
Hoima,PM,F,Hour 3,Month 2,67.47411692,4.118782971,41.94806854
Hoima,PM,F,Hour 2,Month 2,76.50599714,2.961721813,36.06948129
Hoima,PM,F,Hour 3,Month 1,62.90376711,4.404052155,64.27445507
Hoima,PM,F,Hour 3,Month 3,70.78147656,3.780387259,50.5711752
Hoima,PM,F,Hour 3,Month 2,79.70336741,3.088839797,18.77132563
Hoima,PM,F,Hour 1,Month 2,71.5302124,3.925852817,45.61256083
Hoima,PM,F,Hour 2,Month 2,73.91406063,3.648322169,54.30471779
Hoima,PM,F,Hour 3,Month 1,68.31058949,4.475671531,50.28546129
Hoima,PM,F,Hour 2,Month 1,77.9044251,3.262299866,49.33650813
Hoima,PM,F,Hour 3,Month 2,67.35861883,4.297418815,64.16846606
Hoima,PM,F,Hour 3,Month 2,51.31464588,6.066172782,53.73268465
Hoima,PM,F,Hour 1,Month 1,81.74133561,3.045252598,21.1989433
Hoima,PM,F,Hour 2,Month 2,74.0630784,3.746555,34.3626274
Hoima,PM,F,Hour 2,Month 3,81.99285481,3.010521284,25.82380451
Hoima,PM,F,Hour 2,Month 1,72.43232182,4.143471649,36.88084516
Hoima,PM,F,Hour 3,Month 2,69.65467464,4.188807378,36.24152517
Hoima,PM,F,Hour 3,Month 3,71.28327012,4.11013248,38.55606757
Hoima,PM,F,Hour 2,Month 1,70.69693235,4.285946737,57.29677609
Hoima,PM,F,Hour 3,Month 1,73.50510057,3.705247211,70.29536849
Hoima,PM,F,Hour 2,Month 3,71.57787869,4.154204983,54.05998933
Hoima,PM,F,Hour 2,Month 1,74.37614608,3.026068402,32.68607264
Hoima,PM,F,Hour 3,Month 2,83.84253312,2.513051763,43.28377009
Hoima,PM,F,Hour 2,Month 2,68.66444634,4.485365391,52.31381275
Hoima,PM,F,Hour 3,Month 2,77.65563188,3.276206089,55.80415384
Hoima,PM,F,Hour 1,Month 1,65.96714181,4.885801977,61.14452444
Hoima,PM,F,Hour 2,Month 2,64.34487211,4.642204417,54.580731
Hoima,PM,F,Hour 2,Month 3,80.39768587,3.121331878,39.77693853
Hoima,PM,F,Hour 3,Month 2,67.98658726,3.993136849,50.02975984
Hoima,PM,F,Hour 2,Month 1,75.5656163,3.646753912,31.86735318
Hoima,PM,F,Hour 3,Month 2,71.20200104,3.843883341,39.70724329
Hoima,PM,F,Hour 3,Month 1,74.83562172,3.95998339,45.32012878
Hoima,PM,F,Hour 3,Month 2,68.34256981,3.928829549,47.68498172
Hoima,PM,F,Hour 2,Month 1,82.69385251,2.91782445,38.09359796
Hoima,PM,F,Hour 3,Month 1,76.78719758,3.815430237,36.8126797
Hoima,PM,F,Hour 3,Month 1,71.77879718,4.112204925,47.9883233
Hoima,PM,F,Hour 1,Month 1,78.51032905,3.284525875,50.47375597
Hoima,PM,F,Hour 2,Month 3,71.02894297,3.430313876,38.43348048
Hoima,PM,F,Hour 3,Month 1,75.5126161,3.026089627,40.33729261
Hoima,PM,F,Hour 3,Month 2,73.1225065,3.842231052,15.16242729
Hoima,PM,F,Hour 3,Month 3,62.90084871,4.874736011,59.13040505
Hoima,PM,F,Hour 2,Month 3,60.7762514,5.045662141,32.08854641
Hoima,PM,F,Hour 3,Month 2,90.0810409,1.876021286,20.88057373
Hoima,PM,F,Hour 2,Month 2,66.09471968,4.848052491,40.22791471
Jinja,AM,M,Hour 2,Month 3,79.65147245,2.756145717,41.50732343
Jinja,AM,M,Hour 2,Month 3,78.96356751,3.008578071,31.99804891
Jinja,AM,M,Hour 3,Month 1,84.84539663,2.563245417,24.80844166
Jinja,AM,M,Hour 2,Month 2,81.15904205,2.675794395,19.50908214
Jinja,AM,M,Hour 3,Month 2,69.36410332,4.124644661,25.22527879
Jinja,AM,M,Hour 2,Month 1,92.76177218,1.985989097,36.7569496
Jinja,AM,M,Hour 1,Month 3,88.72426581,2.380135611,24.36278311
Jinja,AM,M,Hour 1,Month 1,87.05667377,2.199649362,44.67430099
Jinja,AM,M,Hour 1,Month 1,107.944477,0.480249111,13.32102152
Jinja,AM,M,Hour 1,Month 3,64.65515573,4.088817328,48.83789746
Jinja,AM,M,Hour 1,Month 3,82.49816728,2.737263263,26.64268376
Jinja,AM,M,Hour 2,Month 3,67.2809888,3.874437614,31.88181237
Jinja,AM,M,Hour 2,Month 1,81.01679115,2.736155855,29.48081628
Jinja,AM,M,Hour 3,Month 1,48.77711436,5.49300974,37.96220939
Jinja,AM,M,Hour 1,Month 3,72.37949561,3.552412971,31.63337146
Jinja,AM,M,Hour 1,Month 3,81.55135429,2.936617341,33.3018709
Jinja,AM,M,Hour 3,Month 3,83.95666902,2.340090749,34.95509103
Jinja,AM,M,Hour 3,Month 3,83.36927309,2.957637657,17.55315918
Jinja,AM,M,Hour 2,Month 3,76.60941625,3.211894412,23.33263329
Jinja,AM,M,Hour 1,Month 2,84.30753723,2.568574606,11.79548444
Jinja,AM,M,Hour 2,Month 2,85.36936955,2.572224554,27.53154135
Jinja,AM,M,Hour 1,Month 2,82.89099919,2.566185141,32.03917085
Jinja,AM,M,Hour 1,Month 2,92.80426628,2.211755603,35.86450639
Jinja,AM,M,Hour 1,Month 2,71.64111346,3.065293301,26.50714627
Jinja,AM,M,Hour 2,Month 2,85.37285432,3.0943102,23.2182942
Jinja,AM,M,Hour 3,Month 1,80.65388996,2.829812607,31.54975067
Jinja,AM,M,Hour 2,Month 3,87.89545582,2.180719279,26.91040215
Jinja,AM,M,Hour 2,Month 1,63.98252789,3.912162112,31.03406935
Jinja,AM,M,Hour 2,Month 1,91.23437054,2.126996145,44.12725046
Jinja,AM,M,Hour 1,Month 1,79.65268387,2.659963308,33.1301446
Jinja,AM,M,Hour 1,Month 1,76.12485203,3.123902121,28.62904641
Jinja,AM,M,Hour 1,Month 3,89.41159303,1.961527117,25.3831807
Jinja,AM,M,Hour 1,Month 1,81.67071593,3.118464938,31.77612765
Jinja,AM,M,Hour 2,Month 2,54.14425787,4.678260037,12.02311839
Jinja,AM,M,Hour 1,Month 3,78.22557862,2.925131014,31.32806861
Jinja,AM,M,Hour 1,Month 1,83.34820105,2.076854491,19.875345
Jinja,AM,M,Hour 1,Month 1,68.16229553,4.289344677,28.81380927
Jinja,AM,M,Hour 1,Month 1,90.50021706,2.482838733,24.17206536
Jinja,AM,M,Hour 1,Month 3,84.82545321,2.592653585,19.90402915
Jinja,AM,M,Hour 1,Month 3,70.28271292,3.952770617,28.89647196
Jinja,AM,M,Hour 1,Month 1,79.07311049,2.972045939,27.24089914
Jinja,AM,M,Hour 2,Month 2,80.66581949,2.852533766,23.45891935
Jinja,AM,M,Hour 1,Month 1,65.61540998,3.975870959,34.47462188
Jinja,AM,M,Hour 2,Month 1,62.61872837,4.463143244,29.1943456
Jinja,AM,M,Hour 2,Month 1,81.63710111,2.815190412,35.11441268
Jinja,AM,M,Hour 1,Month 3,85.28584665,2.230849949,16.93962968
Jinja,AM,M,Hour 1,Month 2,66.98428857,3.873615685,18.16441156
